identificador,tipo_de_subasta,cuenta_expediente,fecha_de_inicio,fecha_de_conclusion,cantidad_reclamada,anuncio_BOE,valor_subasta,tasacion,puja_minima,tramos_entre_pujas,importe_del_deposito,direccion,codigo_postal,localidad,provincia,puja,pm2,difference,prediccion_puja
SUB-JA-2020-145196,JUDICIAL EN VÍA DE APREMIO,0440 0000 06 0265 16,19-06-2020,09-07-2020,89114,BOE-B-2020-17072,185723,0,0,3714,9286,CALLES GREGAL LLEBEIG,7680,MANACOR,Baleares,52002,2245,96609,96692
SUB-JA-2018-115323,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0804 15,19-06-2020,09-07-2020,131945,BOE-B-2020-17071,179987,0,200,3599,8999,"C/ ARROYO DEL OLIVAR Nº 8, ESC DCH, 4º A,",28053,MADRID,Madrid,72194,2195,48042,104547
SUB-JA-2020-146841,JUDICIAL EN VÍA DE APREMIO,5066 0000 56 1200 14,18-06-2020,08-07-2020,115463,BOE-B-2020-16803,151971,0,0,3039,7598,C/ GUIPUZCOA Nº8 BAJO 12,28020,MADRID,Madrid,106379,4735,36508,99924
SUB-JA-2018-107709,JUDICIAL EN VÍA DE APREMIO,4004 0000 00 1588 16,18-06-2020,08-07-2020,61625,BOE-B-2020-16830,188190,0,0,3763,9409,C/ HILARION ESLAVA Nº3 GINES,41960,GINES,Sevilla,71512,1354,126565,90931
SUB-JA-2020-146507,JUDICIAL EN VÍA DE APREMIO,4956 0000 06 0676 16,16-06-2020,06-07-2020,84414,BOE-B-2020-16390,137631,0,0,0,6881,"PISO Nº 22, PLANTA ÁTICO, EDIFICIO, MANZANA 1 RESIDENCIAL BALCONES DE IZNALLOZ",18550,IZNALLOZ,Granada,68815,616,53217,75054
SUB-JA-2020-145831,JUDICIAL EN VÍA DE APREMIO,2230 0000 06 0291 14,16-06-2020,06-07-2020,384809,BOE-B-2020-16571,370905,0,0,0,18545,"CALLE TINTORETTO, Nº 14",7400,ALCUDIA,Baleares,394544,2743,-13904,284552
SUB-JA-2020-147065,JUDICIAL EN VÍA DE APREMIO,4311 0000 05 0122 16,16-06-2020,06-07-2020,40336,BOE-B-2020-16502,85985,0,0,1719,4299,"c/Norias, 13",45613,GAMONAL,Toledo,51591,311,45649,52339
SUB-JA-2020-145605,JUDICIAL EN VÍA DE APREMIO,2192 0000 06 0114 16,16-06-2020,06-07-2020,48448,BOE-B-2020-16426,72601,0,0,0,3630,AV. LLEIDA 6,25123,TORREFARRERA,Lérida,36300,1247,24153,51856
SUB-JV-2020-146092,JUDICIAL VOLUNTARIA,2912 0000 06 0963 14,16-06-2020,06-07-2020,114369,BOE-B-2020-16375,167665,167665,0,3353,8383,"C/ CRISTOBAL RUIZ MENDEZ, 23, PORTAL 13, ESCALERA 3.",29680,ESTEPONA,Málaga,127426,2981,53296,113165
SUB-JA-2020-146763,JUDICIAL EN VÍA DE APREMIO,0805 0000 05 0189 96,16-06-2020,06-07-2020,8070,BOE-B-2020-16537,33391,90000,0,667,1669,"c/. San Gregorio, 12",8800,VILANOVA I LA GELTRÚ,Barcelona,1335,2576,25321,22760
SUB-JA-2019-137733,JUDICIAL EN VÍA DE APREMIO,0528 0000 06 1182 18,16-06-2020,06-07-2020,286983,BOE-B-2020-16330,426362,0,0,8527,21318,"RAMBLA SAN JUAN, 109",8917,BADALONA,Barcelona,187599,2083,139379,230299
SUB-JA-2019-135249,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0342 16,16-06-2020,06-07-2020,2069565,BOE-B-2020-16438,3013050,0,0,60261,150652,CALLE HOCES DE LA HERMIDA Nº 100 VIVIENDA UNIFAMILIAR Nº 7,28023,MADRID,Madrid,2109135,4594,943485,2588693
SUB-JA-2020-146459,JUDICIAL EN VÍA DE APREMIO,0622 0000 06 0521 17,16-06-2020,06-07-2020,173513,BOE-B-2020-16336,164822,0,0,3296,8241,"C/ Olivera 27, 2º 2ª",8004,Barcelona,Barcelona,141746,3592,-8691,135536
SUB-JA-2020-142553,JUDICIAL EN VÍA DE APREMIO,2183 0000 06 0511 19,16-06-2020,06-07-2020,88779,BOE-B-2020-16428,145506,0,0,2910,7275,"c/ Ciutat de Fraga nº 2, 4º A",25003,LLEIDA,Lérida,96034,905,56727,76526
SUB-JA-2020-145749,JUDICIAL EN VÍA DE APREMIO,4423 0000 00 1239 17,16-06-2020,06-07-2020,35308,BOE-B-2020-16357,20493,38864,0,409,1024,"Calle Camino de la BArca, casa 2",14010,Córdpba,Córdoba,6148,1233,-14815,19273
SUB-JA-2020-148162,JUDICIAL EN VÍA DE APREMIO,1268 0000 06 0141 15,16-06-2020,06-07-2020,179821,BOE-B-2020-16459,238000,0,0,4760,11900,"DOCTOR ANDRES FELIU, Nº4, PISO 1º",7010,palma de mallorca,Baleares,185640,2867,58179,138098
SUB-JA-2020-144687,JUDICIAL EN VÍA DE APREMIO,0847 0000 05 0065 16,16-06-2020,06-07-2020,300034,BOE-B-2020-16494,162360,0,0,3247,8118,c/ Wagner nº 39 Urb. Vallirana Park,8759,Vallirana,Barcelona,311731,1845,-137674,231034
SUB-JA-2020-148319,JUDICIAL EN VÍA DE APREMIO,2124 0000 06 0092 15,16-06-2020,06-07-2020,32004,BOE-B-2020-16419,83927,0,0,0,4196,"Calle Monte de Piedad, 1-2º-Izda",24008,LEON,León,63752,1263,51923,52180
SUB-JA-2019-141578,JUDICIAL EN VÍA DE APREMIO,0835 0000 06 0245 18,16-06-2020,06-07-2020,73970,BOE-B-2020-16490,105000,0,0,1000,5250,"C. Viladecans, Escalera C bajos 2ª",8830,Sant Boi de Llobregat,Barcelona,95000,2436,31030,92982
SUB-JA-2020-145827,JUDICIAL EN VÍA DE APREMIO,2230 0000 06 0291 14,16-06-2020,06-07-2020,425840,BOE-B-2020-16570,648323,0,0,0,32416,"CALLE TINTORETTO, Nº 4",7400,ALCUDIA,Baleares,407954,2743,222483,373186
SUB-JA-2020-148207,JUDICIAL EN VÍA DE APREMIO,4878 0000 06 1218 19,16-06-2020,06-07-2020,318459,BOE-B-2020-16548,358668,0,0,0,17933,"CALLE MARTIRES 8, 3º",50003,ZARAGOZA,Zaragoza,251067,1649,40209,244140
SUB-JA-2020-146129,JUDICIAL EN VÍA DE APREMIO,2068 0000 05 0592 18,16-06-2020,06-07-2020,50724,BOE-B-2020-16420,50724,50724,2536,500,2536,CALLE SAGUNTO Nº 6,23700,LINARES,Jaén,16036,684,0,36548
SUB-JA-2020-142486,JUDICIAL EN VÍA DE APREMIO,4956 0000 06 1384 14,11-06-2020,02-07-2020,27861,BOE-B-2020-15465,72121,0,0,0,3606,"CALLE PARTICULAR, Nº 10-B",18199,CAJAR,Granada,72050,1010,44260,42980
SUB-JA-2019-140296,JUDICIAL EN VÍA DE APREMIO,1682 0000 06 0153 19,12-06-2020,02-07-2020,4231818,BOE-B-2020-15814,3750000,0,0,0,187500,"c/Pare Roca, 2",17800,Olot,Gerona,2078223,1509,-481818,1961823
SUB-JA-2020-146435,JUDICIAL EN VÍA DE APREMIO,2219 0000 06 0051 18,12-06-2020,02-07-2020,671399,BOE-B-2020-15839,418878,0,0,8377,20943,calle deth centre 23,25530,Mont,Lérida,125663,2533,-252521,155347
SUB-JV-2020-147124,JUDICIAL VOLUNTARIA,3589 0000 10 0141 16,11-06-2020,01-07-2020,0,BOE-B-2020-15536,60487,0,0,1209,3024,"EDIFICIO AS BOLBORETAS,, BAJO C,PORTAL UNO, MONTEPORREIRO",36162,PONTEVEDRA,Pontevedra,42341,1337,60487,45428
SUB-JA-2019-140284,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0224 15,11-06-2020,01-07-2020,44244,BOE-B-2020-15504,97017,0,200,1940,4850,"CASA D, C/ EULALIA PAINO 8, 3ºA",28025,MADRID,Madrid,68112,2256,52773,72026
SUB-JA-2020-146949,JUDICIAL EN VÍA DE APREMIO,0386 0000 06 0132 18,11-06-2020,01-07-2020,100873,BOE-B-2020-15587,58876,58876,0,0,2943,"BUENAVISTA, 84",6700,VILLANUEVA DE LA SERENA,Badajoz,79929,778,-41997,50961
SUB-JA-2019-134467,JUDICIAL EN VÍA DE APREMIO,3735 0000 06 1157 14,11-06-2020,01-07-2020,74506,BOE-B-2020-15529,197400,0,0,3948,9870,"C/Tarragona, nº7, planta 4ª",12593,MONCOFAR,Castellón,90804,1160,122894,96149
SUB-JA-2019-133753,JUDICIAL EN VÍA DE APREMIO,2263 0000 06 0024 18,11-06-2020,01-07-2020,80692,BOE-B-2020-15498,188928,0,0,0,9446,MARIA TERESA GIL DE GARATE 58,26002,LOGROÑO,La Rioja,88164,1764,108236,96535
SUB-JA-2018-97547,JUDICIAL EN VÍA DE APREMIO,0032 0000 06 1140 14,11-06-2020,01-07-2020,224884,BOE-B-2020-15414,126000,0,0,0,6300,"CALLE LUIS DE BADIA, 81",2004,ALBACETE,Albacete,131321,1250,-98884,258156
SUB-JA-2019-124699,JUDICIAL EN VÍA DE APREMIO,1723 0000 06 0874 15,11-06-2020,01-07-2020,151908,BOE-B-2020-15467,90000,0,0,0,4500,"PISO 3º, LETRA J, PASEO MARITIMO DE LA MAMOLA, POLOPOS",18750,"LA MAMOLA, POLOPOS",Granada,92319,865,-61908,63968
SUB-JA-2019-139973,JUDICIAL EN VÍA DE APREMIO,3148 0000 06 0032 19,11-06-2020,01-07-2020,109000,BOE-B-2020-15457,109000,0,0,2180,5450,Calle San Rafael 1,31570,San Adrian,Navarra,141700,1016,0,66974
SUB-JA-2020-146624,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0674 15,11-06-2020,01-07-2020,121718,BOE-B-2020-15505,257373,0,0,0,12868,"CALLE MONROY, Nº 20,BAJO C",28044,MADRID,Madrid,154423,2356,135655,125788
SUB-JA-2020-146155,JUDICIAL EN VÍA DE APREMIO,2333 0000 05 0065 17,11-06-2020,01-07-2020,168448,BOE-B-2020-15417,277040,0,0,5540,13852,"BALTASAR GRACIAN,1",28000,MECO,Madrid,199468,1722,108592,101000
SUB-JA-2020-133942,JUDICIAL EN VÍA DE APREMIO,1102 0000 06 0001 18,09-06-2020,29-06-2020,62910,BOE-B-2020-15174,99958,0,0,1999,4997,C/ SOLAPRADA S/N ADOSADO 4,9210,QUINTANA MARTIN GALINDEZ,Burgos,63973,442,37048,57588
SUB-JA-2020-142517,JUDICIAL EN VÍA DE APREMIO,4322 0000 06 0221 14,09-06-2020,29-06-2020,153079,BOE-B-2020-15141,180000,0,0,3600,9000,Paseo de Recaredo nº 15,45002,TOLEDO,Toledo,212400,1648,26921,113458
SUB-JA-2020-142410,JUDICIAL EN VÍA DE APREMIO,4004 0000 00 0652 16,09-06-2020,29-06-2020,113308,BOE-B-2020-15123,138000,0,0,2760,6900,"APARTAMENTO TURISTICO TIPO A EN PLANTA PRIMERA, NUMERO UNO, AVENIDA DE LA AERONAUTICA SIN NUMERO, ""APARTAMENTOS TORREALTA""",41020,SEVILLA,Sevilla,88320,1954,24692,93534
SUB-JA-2020-146122,JUDICIAL EN VÍA DE APREMIO,2459 0000 00 0089 17,09-06-2020,29-06-2020,102704,BOE-B-2020-15026,254654,0,200,5093,12732,"C/ DE LA ESPINELA 3, 3º-A",28021,MADRID,Madrid,117341,1866,151950,121483
SUB-JA-2020-146291,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0057 08,09-06-2020,29-06-2020,239446,BOE-B-2020-15030,289088,0,0,0,14454,"C/ LAVAPIÉS, Nº 40, 3º IZQDA. EXTERIOR",28012,MADRID,Madrid,250000,4625,49642,274247
SUB-JA-2019-123416,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0364 17,09-06-2020,29-06-2020,138400,BOE-B-2020-15035,147016,0,0,0,7350,"SERVANDO BATANERO Nº 45, 1º A DE MADRID",28017,MADRID,Madrid,165101,2891,8616,104251
SUB-JA-2020-143327,JUDICIAL EN VÍA DE APREMIO,0709 0000 06 0066 17,09-06-2020,29-06-2020,63657,BOE-B-2020-15073,94749,0,0,1894,4737,COSTA DEL SILENCIO URBANIACIÓN EL DRAGO APARTAMENTO Nº 171,38570,ARONA,Santa Cruz de Tenerife,81484,1436,31092,63745
SUB-JA-2020-146872,JUDICIAL EN VÍA DE APREMIO,2858 0000 06 0212 14,09-06-2020,29-06-2020,308246,BOE-B-2020-15159,491300,491300,0,9826,24565,CALLE PALENCIA Nº6 (TAZONES),28991,TORREJÓN DE LA CALZADA,Madrid,196520,1735,183054,293743
SUB-JV-2019-135433,JUDICIAL VOLUNTARIA,3640 0000 05 0172 18,09-06-2020,29-06-2020,0,BOE-B-2020-15168,160000,0,80000,2000,8000,"Figueiro, 3",36215,VIGO,Pontevedra,80000,2181,160000,120276
SUB-JA-2020-145619,JUDICIAL EN VÍA DE APREMIO,4170 0000 06 0584 15,09-06-2020,29-06-2020,65340,BOE-B-2020-15137,180942,0,0,3618,9047,"C/ Historiador Cardús, 1",8224,Terrassa,Barcelona,86852,2143,115602,91137
SUB-JV-2020-146479,JUDICIAL VOLUNTARIA,4956 0000 05 1561 17,09-06-2020,29-06-2020,0,BOE-B-2020-14986,143885,0,0,1000,0,CALLE DE LA BARCA Nº 5,18230,ATARFE,Granada,25000,887,143885,87471
SUB-JA-2020-143980,JUDICIAL EN VÍA DE APREMIO,3564 0000 06 0156 15,09-06-2020,29-06-2020,110308,BOE-B-2020-14941,156728,0,0,3134,7836,LA BICHONA S/N ADIGNA,36970,SANXENXO,Pontevedra,90902,2108,46420,96405
SUB-JA-2020-146208,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0217 16,09-06-2020,29-06-2020,102141,BOE-B-2020-15036,93385,0,0,0,4669,"C/ CALDAS DE ESTRACH, Nº 8, EDIF.A, BAJO B",28034,MADRID,Madrid,102141,3674,-8756,99657
SUB-JA-2020-145712,JUDICIAL EN VÍA DE APREMIO,2193 0000 05 0949 16,09-06-2020,29-06-2020,22842,BOE-B-2020-15016,135900,0,0,2718,6795,"C/P Ronda , Segria , Segovia",25006,Lleida,Lérida,97848,1239,113058,63609
SUB-JA-2020-146575,JUDICIAL EN VÍA DE APREMIO,4033 0000 07 0350 05,09-06-2020,29-06-2020,30050,BOE-B-2020-15127,266672,0,0,5333,13333,VIVIENDA 7 DE CALLE BREVA SN LA PALMA Y LA SUERTE REAL,11500,PUERTO DE SANTA MARIA,Cádiz,96001,1800,236622,127105
SUB-JA-2020-146789,JUDICIAL EN VÍA DE APREMIO,3389 0000 06 0098 18,04-06-2020,24-06-2020,57196,BOE-B-2020-11591,250000,0,0,5000,12500,EL LLUGARIN 21,33519,VEGA DE POJA (SIERO,Asturias,65000,1292,192804,106539
SUB-JA-2020-146732,JUDICIAL EN VÍA DE APREMIO,5177 0000 06 0029 19,04-06-2020,24-06-2020,107099,BOE-B-2020-11630,168300,0,0,3366,8415,"C/ Medinaceli nº 3, 1º A",28850,Torrejón de Ardoz,Madrid,100980,2045,61201,100470
SUB-JA-2020-146438,JUDICIAL EN VÍA DE APREMIO,3037 0000 06 0505 18,04-06-2020,24-06-2020,132232,BOE-B-2020-11854,185241,0,0,100,9262,BOULEVARD Nº 2-2º-B APARTAMENTO 2221 B,29631,ARROYO DE LA MIEL,Málaga,129700,2407,53009,112991
SUB-JA-2020-145372,JUDICIAL EN VÍA DE APREMIO,4322 0000 06 0106 15,04-06-2020,24-06-2020,38700,BOE-B-2020-11853,107260,0,0,2145,5363,COSTANILLA DE SAN ANTON 9,45160,GUADAMUR,Toledo,40758,920,68560,54353
SUB-JA-2020-144351,JUDICIAL EN VÍA DE APREMIO,2402 0000 05 0372 13,04-06-2020,24-06-2020,245360,BOE-B-2020-11515,338940,0,0,6778,16947,"PASEO PUERTO RICO 16, 4ºB",28945,FUENLABRADA,Madrid,237258,1892,93580,225570
SUB-JA-2019-138812,JUDICIAL EN VÍA DE APREMIO,2935 0000 06 1271 14,04-06-2020,24-06-2020,126767,BOE-B-2020-11556,330618,0,0,6612,16530,"URBANIZACIÓN VILLAS DEL ARENAL NUMERO 33, MANZANA 9, MÁLAGA",29004,MÁLAGA,Málaga,132247,2714,203851,184753
SUB-JA-2020-146743,JUDICIAL EN VÍA DE APREMIO,5079 0000 06 0879 16,04-06-2020,24-06-2020,121767,BOE-B-2020-11851,371000,371000,0,7420,18550,"Rambla Francesc Macià, número 168-170, 2º-2ª",8226,Terrassa,Barcelona,118720,1875,249233,172350
SUB-JA-2019-137277,JUDICIAL EN VÍA DE APREMIO,3983 0000 05 0449 13,04-06-2020,24-06-2020,62251,BOE-B-2020-11571,72770,0,0,1455,3638,C/BLAS DAVILA 2-4,41530,MORON DE LA FRONTERA,Sevilla,42206,918,10519,52314
SUB-JA-2020-146102,JUDICIAL EN VÍA DE APREMIO,2183 0000 06 0631 17,04-06-2020,24-06-2020,32437,BOE-B-2020-12724,137399,0,0,2747,6869,"c/ Acadèmia nº 30, 2º 5ª E",25002,LLEIDA,Lérida,71447,1000,104962,72637
SUB-JA-2020-142448,JUDICIAL EN VÍA DE APREMIO,3058 0000 06 0425 14,21-02-2020,12-03-2020,45157,BOE-B-2020-7026,61152,0,0,0,3057,"CALLE NORIA, 5 - 1º B",21450,CARTAYA,Huelva,55000,883,15995,48552
SUB-JA-2020-144572,JUDICIAL EN VÍA DE APREMIO,4884 0000 05 0098 17,21-02-2020,12-03-2020,88703,BOE-B-2020-7048,6000,0,0,120,300,"CARRETERA GALLUR A SANGÜESA, KM 4 DE EJEA DE LOS CABALLEROS",50600,EJEA DE LOS CABALLEROS,Zaragoza,5520,804,-82703,36083
SUB-JA-2020-144565,JUDICIAL EN VÍA DE APREMIO,2927 0000 06 0152 15,21-02-2020,12-03-2020,125874,BOE-B-2020-7040,161607,0,0,0,8080,"CL CAPULETTI, 19",41510,MAIRENA DEL ALCOR,Sevilla,98500,1011,35733,102773
SUB-JA-2019-141363,JUDICIAL EN VÍA DE APREMIO,1644 0000 06 0102 14,21-02-2020,12-03-2020,59992,BOE-B-2020-7076,76622,0,0,1532,3831,LA LAJITA,35627,PÁJARA,Las Palmas,73557,1892,16630,62510
SUB-JA-2020-144367,JUDICIAL EN VÍA DE APREMIO,0162 0000 06 1172 16,21-02-2020,12-03-2020,415860,BOE-B-2020-7052,609510,0,0,0,30475,CALLE SANTA ANA 19,3204,ELCHE,Alicante,205000,1100,193650,219717
SUB-JA-2020-144125,JUDICIAL EN VÍA DE APREMIO,4308 0000 05 0117 19,18-02-2020,09-03-2020,63240,BOE-B-2020-6542,174100,0,0,3482,8705,RESIDENCIAL FUENTEBELLA PISO SEGUNDO LETRA C NUMERO 82,28981,PARLA,Madrid,66158,1557,110860,88237
SUB-JA-2020-143814,JUDICIAL EN VÍA DE APREMIO,4936 0000 05 0051 18,18-02-2020,09-03-2020,99028,BOE-B-2020-6581,157274,0,0,3145,7863,RESIDENCIAL LOS PINOS,6700,VILLANUEVA DE LA SERENA,Badajoz,31454,778,58246,83452
SUB-JA-2019-136358,JUDICIAL EN VÍA DE APREMIO,0818 0000 05 0197 18,18-02-2020,09-03-2020,82582,BOE-B-2020-6516,201142,0,0,4022,10057,PASEO DE LA FLORIDA Nº 17 4º2ª,8130,SANTA PERPETUA DE MOGODA,Barcelona,120685,1914,118560,99323
SUB-JA-2020-144193,JUDICIAL EN VÍA DE APREMIO,2460 0000 06 1052 13,18-02-2020,09-03-2020,241893,BOE-B-2020-6456,361100,0,0,0,18055,"CALLE SAN MOISES Nº 10, 2ºD",28018,MADRID,Madrid,171320,2000,119207,188508
SUB-JA-2020-144379,JUDICIAL EN VÍA DE APREMIO,4879 0000 05 0064 19,18-02-2020,09-03-2020,29646,BOE-B-2020-6573,343000,0,0,6860,17150,C/ Doctor Casas nº 14-2º B,50008,ZARAGOZA,Zaragoza,144060,2371,313354,132211
SUB-JA-2019-141810,JUDICIAL EN VÍA DE APREMIO,1936 0000 06 0094 18,18-02-2020,09-03-2020,283438,BOE-B-2020-6494,345368,0,0,6907,17268,CALLE PRINCESA SOFIA Nº7-B,21730,ALMONTE,Huelva,234850,1149,61930,174143
SUB-JA-2019-139449,JUDICIAL EN VÍA DE APREMIO,0064 0000 05 0722 15,28-01-2020,08-03-2020,20056,BOE-B-2020-3048,28287,0,0,565,1414,"Iglesia, 67",2230,MADRIGUERAS,Albacete,15274,680,8231,17198
SUB-JA-2020-142578,JUDICIAL EN VÍA DE APREMIO,5120 0000 05 1450 14,14-02-2020,06-03-2020,34028,BOE-B-2020-5829,85785,0,0,1715,4289,"calle Fuente Cisneros 25, bloque 5, escalera 13, 7ºA",28922,ALCORCON,Madrid,133824,2566,51757,72131
SUB-JC-2019-123490,JUDICIAL CONCURSAL,0951 0000 52 0822 16,14-02-2020,05-03-2020,571159,BOE-B-2020-5822,175000,0,175000,1000,8750,"Paseo Sant Jordi, 58-60, Esc. A, 4º 3ª",8110,Montcada i Reixac,Barcelona,179000,2139,-396159,163969
SUB-JA-2019-141566,JUDICIAL EN VÍA DE APREMIO,0787 0000 06 1280 12,14-02-2020,05-03-2020,152331,BOE-B-2020-5847,180960,0,0,3619,9048,"Plaza Ramón y Cajal nº 4, 4º-3ª",8320,El Masnou,Barcelona,79622,3304,28629,123493
SUB-JA-2019-141820,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0029 19,14-02-2020,05-03-2020,307114,BOE-B-2020-5844,683000,0,0,0,34150,"C/ DOÑA JUANA I DE CASTILLA, 24, 3ºB.",28027,MADRID,Madrid,410888,3593,375886,416302
SUB-JA-2019-135926,JUDICIAL EN VÍA DE APREMIO,0857 0000 06 0874 15,13-02-2020,04-03-2020,75885,BOE-B-2020-5667,228537,0,0,4570,11426,"C. Mossen Camil Rossell nº 68, entlo. 1ª",8921,SANTA COLOMA DE GRAMANET,Barcelona,54848,2167,152652,113153
SUB-JV-2020-142958,JUDICIAL VOLUNTARIA,4381 0000 05 0408 19,13-02-2020,04-03-2020,0,BOE-B-2020-5624,90000,0,0,1800,4500,CALLE MAYOR 9,46720,VILLALONGA,Valencia,63000,669,90000,45565
SUB-JA-2020-143876,JUDICIAL EN VÍA DE APREMIO,4422 0000 06 0417 12,13-02-2020,04-03-2020,149090,BOE-B-2020-5662,276799,0,0,5535,13839,CALLE SINDICALISTA MIGUEL LLUCH Y MAESTRAT,46520,PUERTO DE SAGUNTO,Valencia,171615,1241,127709,105207
SUB-JA-2020-144007,JUDICIAL EN VÍA DE APREMIO,4323 0000 06 0016 14,13-02-2020,04-03-2020,191055,BOE-B-2020-5672,213200,0,0,4264,10660,"CALLE NAVALPINO 50, BLOQUE 1, 1º - F",45004,TOLEDO,Toledo,81016,1684,22145,118863
SUB-JA-2019-119952,JUDICIAL EN VÍA DE APREMIO,2960 0000 05 0746 17,13-02-2020,04-03-2020,54800,BOE-B-2020-5642,8443,0,0,168,422,C/ ANTONIO MERLO,29007,MALAGA,Málaga,7092,2345,-46357,32584
SUB-JC-2019-140814,JUDICIAL CONCURSAL,0951 0000 52 4894 18,11-02-2020,02-03-2020,191137,BOE-B-2020-5310,119650,0,0,100,5982,"calle Sant Ramón de Penyafort, 36, 6º-3ª",8930,SANT ADRIA DE BESOS,Barcelona,59800,2259,-71487,116578
SUB-JA-2019-134899,JUDICIAL EN VÍA DE APREMIO,1087 0000 05 0263 14,11-02-2020,02-03-2020,168180,BOE-B-2020-5359,271492,0,0,5429,13574,c/ Padre Cueto nº 15 3º C,35008,Las Palmas de,Las Palmas,152035,3365,103312,164860
SUB-JV-2020-143222,JUDICIAL VOLUNTARIA,2528 0000 05 0012 18,11-02-2020,02-03-2020,0,BOE-B-2020-5377,99000,99000,0,0,4950,calle Villafuertes número 23 bajo A,28041,MADRID,Madrid,25000,2121,99000,72299
SUB-JA-2019-136910,JUDICIAL EN VÍA DE APREMIO,2460 0000 18 0819 15,11-02-2020,02-03-2020,31626,BOE-B-2020-5374,126307,0,0,0,6315,"C/ DOCTOR IGLESIAS FERNANDEZ, 7, 1ºA",28021,MADRID,Madrid,75800,1866,94681,73256
SUB-JA-2020-143394,JUDICIAL EN VÍA DE APREMIO,0622 0000 05 0273 10,11-02-2020,02-03-2020,1497,BOE-B-2020-5308,790402,0,0,15808,39520,C Madrazo Nº 46-52 2º 2ª esc B de Barcelona,8006,BARCELONA,Barcelona,537473,5237,788905,552056
SUB-JA-2020-143726,JUDICIAL EN VÍA DE APREMIO,1333 0000 06 0142 17,11-02-2020,02-03-2020,36197,BOE-B-2020-5317,76000,0,0,1520,3800,"Partida Montañeta de San José, 1º, hoy, c/Gregal nº 5,esc,3,1º-1",12594,OROPESA,Castellón,53200,1440,39803,47041
SUB-JA-2020-143847,JUDICIAL EN VÍA DE APREMIO,0429 0000 06 0109 16,11-02-2020,02-03-2020,162020,BOE-B-2020-5356,233500,0,0,4670,11675,EDIF. CONCHA DEL LAGO - URB LAGO ESPERANZA DE ALCUDIA,7400,ALCUDIA,Baleares,158780,2743,71480,135467
SUB-JA-2020-143659,JUDICIAL EN VÍA DE APREMIO,5066 0000 00 0124 19,11-02-2020,02-03-2020,92651,BOE-B-2020-5375,181000,0,0,3620,9050,"CALLE CORREGIDOR JOSE DE PASAMONTES, 23-7º C",28030,MADRID,Madrid,184620,2692,88349,107334
SUB-JA-2020-143651,JUDICIAL EN VÍA DE APREMIO,4377 0000 06 1066 14,11-02-2020,02-03-2020,52333,BOE-B-2020-5343,102375,0,0,2047,5118,Calle Formentera 44,46730,GANDIA,Valencia,85995,1614,50042,68970
SUB-JA-2020-143707,JUDICIAL EN VÍA DE APREMIO,2176 0000 06 2135 15,07-02-2020,27-02-2020,20936,BOE-B-2020-4831,90050,0,0,1801,4502,"CALLE JOAQUIN CHAPAPRIETA Nº 139, PLANTA 2 VIVIENDA 18-A",3181,TORREVIEJA,Alicante,34219,1333,69114,47801
SUB-JA-2020-143624,JUDICIAL EN VÍA DE APREMIO,4421 0000 05 0673 17,06-02-2020,26-02-2020,262352,BOE-B-2020-4540,262352,0,0,5247,13117,Avda Valencia nº 285. Urb. Carambolo,46370,CHIVA,Valencia,136423,929,0,169332
SUB-JA-2019-141909,JUDICIAL EN VÍA DE APREMIO,3957 0000 05 0607 13,04-02-2020,24-02-2020,45263,BOE-B-2020-4192,79580,0,0,1591,3979,calle Alto de la Corredera 22,41450,Constantina,Sevilla,47748,938,34317,55392
SUB-JA-2019-140990,JUDICIAL EN VÍA DE APREMIO,1922 0000 05 1548 18,04-02-2020,24-02-2020,59336,BOE-B-2020-4234,181736,0,0,3634,9086,"Plaza Virgen de la Esperanza y antes calle Gonzalo de Berceo, número 73.",21005,HUELVA,Huelva,61790,889,122400,82081
SUB-JA-2019-139935,JUDICIAL EN VÍA DE APREMIO,1500 0000 05 0032 15,04-02-2020,24-02-2020,104468,BOE-B-2020-4306,246502,0,0,4930,12325,LGAR DE OUTEIRO PARCELA C-5 CHALET 55 - TARRIO DE OUTEIRO,15220,SAN PEDRO DE BUGALLIDO - AMES,A Coruña,152831,1358,142034,121687
SUB-JA-2020-143225,JUDICIAL EN VÍA DE APREMIO,0480 0000 05 0312 16,04-02-2020,24-02-2020,571268,BOE-B-2020-4271,718000,0,0,14360,35900,marques de fuentsanta planta baja,7005,palma de mallorca,Baleares,315920,2557,146732,399433
SUB-JA-2020-143231,JUDICIAL EN VÍA DE APREMIO,5040 0000 06 0074 18,04-02-2020,24-02-2020,24403,BOE-B-2020-4326,43818,43818,0,876,2190,CALLE TEMPLARIOS 4,47011,VALLADOLID,Valladolid,27167,1379,19415,32280
SUB-JA-2020-143477,JUDICIAL EN VÍA DE APREMIO,1298 0000 06 0532 14,04-02-2020,24-02-2020,15997,BOE-B-2020-4298,51000,0,0,0,2550,"BARRIADA NAZARET, PORTAL 2, BLOQUE A 3º D SAN ROQUE",11360,SAN ROQUE,Cádiz,44825,1830,35003,33830
